PMID	PMCID	TITLE	DOI
32267160		Clinical Course and Outcomes of 344 Intensive Care Patients with COVID-19.	
32105632	PMC7102538	Clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia in Wuhan, China: a single-centered, retrospective, observational study.	
32242348		Clinical Course and Outcomes of Patients with Severe Acute Respiratory Syndrome Coronavirus 2 Infection: a Preliminary Report of the First 28 Patients from the Korean Cohort Study on COVID-19.	
32171076		Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study.	
32241793		Clinical course of COVID-19 in a series of patients with chronic arthritis treated with immunosuppressive targeted therapies.	
32179123		Clinical diagnostic value of CT imaging in COVID-19 with multiple negative RT-PCR testing.	
32271456		Clinical efficacy of lopinavir/ritonavir in the treatment of Coronavirus disease 2019.	
32277022		Clinical evaluation of the cobas SARS-CoV-2 test and a diagnostic platform switch during 48 hours in the midst of the COVID-19 pandemic.	
32043983		Clinical evidence does not support corticosteroid treatment for 2019-nCoV lung injury.	
32255683		Clinical Features and Chest CT Manifestations of Coronavirus Disease (COVID-19).	
32174128		Clinical Features and Chest CT Manifestations of Coronavirus Disease 2019 (COVID-19) in a Single-Center Study in Shanghai, China.	
32179140		Clinical features and dynamics of viral load in imported and non-imported patients with COVID-19.	
32220284		Clinical features and obstetric and neonatal outcomes of pregnant patients with COVID-19 in Wuhan, China: a retrospective, single-centre, descriptive study.	
32294503	PMC7152867	Clinical Features and Outcomes of Pregnant Women Suspected of Coronavirus Disease 2019.	
32239127		Clinical Features and Short-term Outcomes of 102 Patients with Corona Virus Disease 2019 in Wuhan, China.	
32034637		Clinical Features and Treatment of 2019-nCov Pneumonia Patients in Wuhan: Report of A Couple Cases.	
32198776		Clinical features and treatment of COVID-19 patients in northeast Chongqing.	
32196995		Clinical features in pediatric COVID-19.	
32176772		Clinical Features of 69 Cases with Coronavirus Disease 2019 in Wuhan, China.	
32242738		Clinical Features of 85 Fatal Cases of COVID-19 from Wuhan: A Retrospective Observational Study.	
32092387		Clinical Features of Atypical 2019 Novel Coronavirus Pneumonia with an initially Negative RT-PCR Assay.	
32247926	PMC7129170	Clinical features of cases and a cluster of Coronavirus Disease 2019 (COVID-19) in Bolivia imported from Italy and Spain.	
32171866	PMC7102640	Clinical features of COVID-19 in elderly patients: A comparison with young and middle-aged patients.	
32283325		Clinical Features of COVID-19-Related Liver Damage.	
32303495		Clinical features of covid-19.	
32175637		Clinical features of deaths in the novel coronavirus epidemic in China.	
31986264		Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China.	
32180140		Clinical features of pediatric patients with COVID-19: a report of two family cluster cases.	
32193831		Clinical features of severe pediatric patients with coronavirus disease 2019 in Wuhan: a single center's observational study.	
32075786		Clinical findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series.	
32107200		Clinical findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series.	
32239590		Clinical findings in a patient with hemophilia A affected by COVID-19.	
32242831		Clinical laboratory and SARS-CoV-2 infection: where do we stand?	
32275257		Clinical manifestation, diagnosis, prevention and control of SARS-CoV-2 (COVID-19) during the outbreak period.	
32145216		Clinical manifestations and outcome of SARS-CoV-2 infection during pregnancy.	
32208840	PMC7103696	Clinical observation and management of COVID-19 patients.	
32179910		Clinical outcome of 55 asymptomatic cases at the time of hospital admission infected with SARS-Coronavirus-2 in Shenzhen, China.	
32302411		Clinical Pharmacology Perspectives on the Antiviral Activity of Azithromycin and Use in COVID-19.	
32125452	PMC7080116	Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China.	
32283980		Clinical Presentation of COVID-19: A Systematic Review Focusing on Upper Airway Symptoms.	
32291376		Clinical Progression of COVID-19 Patient with Extended Incubation Period, Delayed RT-PCR Time-to-positivity, and Potential Role of Chest CT-scan.	
32171869	PMC7102530	Clinical progression of patients with COVID-19 in Shanghai, China.	
32287137		Clinical Research and Trials-A "Nonessential" Victim of the COVID-19 Pandemic?	
32238358		Clinical Research Slows as COVID-19 Surges.	
32147944		Clinical strategies for treating pediatric cancer during the outbreak of 2019 novel coronavirus infection.	
32292627	PMC7102606	Clinical study of mesenchymal stem cell treating acute respiratory distress syndrome induced by epidemic Influenza A (H7N9) infection, a hint for COVID-19 treatment.	
32108352		Clinical trial analysis of 2019-nCoV therapy registered in China.	
32289798		Clinical Trials during the SARS-CoV-2 Pandemic.	
32124179		Clinical trials for the treatment of Coronavirus disease 2019 (COVID-19): A rapid response to urgent need.	
32256547	PMC7105280	Clinical trials on drug repositioning for COVID-19 treatment.	
32205354		Clinical trials suspended in UK to prioritise covid-19 studies and free up staff.	
32179124	PMC7102608	Clinical, laboratory and imaging features of COVID-19: A systematic review and meta-analysis.	
32294152		Clinician Education and Adoption of Preventive Measures for COVID-19: A Survey of a Convenience Sample of General Practitioners in Lombardy, Italy.	
32246793		Clinician Mental Health and Well-Being During Global Healthcare Crises: Evidence Learned From Prior Epidemics for COVID-19 Pandemic.	
32259628	PMC7129776	Clinician Wellness During the COVID-19 Pandemic: Extraordinary Times and Unusual Challenges for the Allergist/Immunologist.	
32273263		Clinicians are leading service reconfiguration to cope with covid-19.	
32253448	PMC7131987	Clinicolaboratory study of 25 fatal cases of COVID-19 in Wuhan.	
32285928		Cloth masks versus medical masks for COVID-19 protection.	
32287040		Cloud-Based System for Effective Surveillance and Control of COVID-19: Useful Experiences From Hubei, China.	
32277759		Cluster of coronavirus disease 2019 (Covid-19) in the French Alps, 2020.	
32271596		Co-infection of Coronavirus Disease 2019 and Influenza A: A Report from Iran.	
32160316		Co-infection of SARS-CoV-2 and HIV in a patient in Wuhan city, China.	
32192233		Co-infection with SARS-CoV-2 and Human Metapneumovirus.	
32160148		Co-infection with SARS-CoV-2 and Influenza A Virus in Patient with Pneumonia, China.	
32170625		Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.	
32268022		Coagulopathy and Antiphospholipid Antibodies in Patients with Covid-19.	
32292817	PMC7128742	Coalition: Advocacy for prospective clinical trials to test the post-exposure potential of hydroxychloroquine against COVID-19.	
32223856		Cochrane Corner: Coronavirus (COVID-19): infection control and prevention measures.	
32255661		Code Blue During the COVID-19 Pandemic.	
32238260		Coinfeccion entre dengue y COVID-19: Necesidad de abordaje en zonas endemicas.	
32287051		Coinfection of Influenza Virus and Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-COV-2).	
32301747		Coinfection of SARS-CoV-2 and multiple respiratory pathogens in children.	
32293743		Coinfection with COVID-19 and Coronavirus HKU1 - the critical need for repeat testing if clinically indicated.	
32277467		Collaborative Delirium Prevention in the Age of COVID-19.	
32289376	PMC7151263	Collaborative Multi-Disciplinary Incident Command at Seattle Children's Hospital for Rapid Preparatory Pediatric Surgery Countermeasures to the COVID-19 Pandemic.	
32292867	PMC7142700	Collapsing Glomerulopathy in a Patient With Coronavirus Disease 2019 (COVID-19).	
32283116		Collateral consequences of COVID-19 epidemic in Greater Paris.	
32240545		Collecting and evaluating convalescent plasma for COVID-19 treatment: why and how.	
32300993		Collective Call to Action for HIV/AIDS Community-Based Collaborative Science in the Era of COVID-19.	
32240293		Collision of the COVID-19 and Addiction Epidemics.	
32236561		Combating COVID-19 with Chloroquine.	
32284617		Combating COVID-19: health equity matters.	
32096564		Combination of RT-qPCR testing and clinical features for diagnosis of COVID-19 facilitates management of SARS-CoV-2 outbreak.	
32170559		Combination of western medicine and Chinese traditional patent medicine in treating a family case of COVID-19 in Wuhan.	
32297915		Comment of the potential risks of sexual and vertical transmission of Covid-19 infection.	
32239587		Comment on "COVID-19 and psoriasis: Is it time to limit treatment with immunosuppressants? A call for action".	
32297062		Comment on "COVID-19 infection control protocol inside computed tomography suites".	
32299650	PMC7151477	Comment on "Epidemiological and clinical characteristics of heart transplant recipients during the 2019 coronavirus outbreak in Wuhan, China" by Ren et al.	
32266994		Comment on "Organ-protective Effect of Angiotensin-converting Enzyme 2 and its Effect on the Prognosis of COVID-19".	
32294262		Comment on: Cutaneous manifestations in COVID-19: a first perspective. Safety concerns of clinical images and skin biopsies.	
32270376	PMC7140590	Commentary on Ferguson, et al., "Impact of Non-pharmaceutical Interventions (NPIs) to Reduce COVID-19 Mortality and Healthcare Demand".	
32271978		Commentary: Challenges for PhD students during COVID-19 pandemic: Turning crisis into an opportunity.	
32272191	PMC7136879	Commentary: COVID-19 and diabetes.	
32220611	PMC7102643	Commentary: COVID-19 in Patients with Diabetes.	
32276773	PMC7138145	Commentary: What is the relationship between Covid-19 and cardiovascular disease?	
32242946		Comments on 'Co-infection of SARS-CoV-2 and HIV in a patient in Wuhan city, China'.	
32088335		Comments on "Preliminary estimation of the basic reproduction number of novel Coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven Analysis in the early phase of the outbreak".	
32239514		Comments on Zhang et al.: Clinical trial analysis of 2019-nCoV therapy registered in China.	
32291630	PMC7155949	Common breaches in biosafety during donning and doffing of protective personal equipment used in the care of COVID-19 patients.	
32098019	PMC7073841	Communicating the Risk of Death from Novel Coronavirus Disease (COVID-19).	
32240282		Communication Skills in the Age of COVID-19.	
32015560	PMC7095972	Communication, collaboration and cooperation can stop the 2019 coronavirus.	
32071113	PMC7030882	Communication, transparency key as Canada faces new coronavirus threat.	
32081569		Community pharmacist in public health emergencies: Quick to action against the coronavirus 2019-nCoV outbreak.	
32247680	PMC7118622	Community pharmacists and communication in the time of COVID-19: Applying the health belief model.	
32282891	PMC7156090	Community Pharmacists in Taiwan at the Frontline Against the Novel Coronavirus Pandemic: Gatekeepers for the Rationing of Personal Protective Equipment.	
32232421	PMC7110920	Community Prevalence of SARS-CoV-2 Among Patients With Influenzalike Illnesses Presenting to a Los Angeles Medical Center in March 2020.	
32283282		Community quarantine strategy against coronavirus disease 2019 in Anhui: an evaluation based on trauma center patients.	
32298227		Community Responses during Early Phase of COVID-19 Epidemic, Hong Kong.	
32298246		Community Transmission of SARS-CoV-2 at Two Family Gatherings - Chicago, Illinois, February-March 2020.	
32125269		Community Transmission of Severe Acute Respiratory Syndrome Coronavirus 2, Shenzhen, China, 2020.	
32291104	PMC7151256	Community-based prevention and control of COVID-19: Experience from China.	
32171074		Comorbidities and multi-organ injuries in the treatment of COVID-19.	
32283499	PMC7144598	Comorbidities in COVID-19: Outcomes in hypertensive cohort and controversies with renin angiotensin system blockers.	
32217650	PMC7098485	Comorbidity and its impact on 1590 patients with Covid-19 in China: A Nationwide Analysis.	
32302675	PMC7156246	Comparative computational analysis of SARS-CoV-2 nucleocapsid protein epitopes in taxonomically related coronaviruses.	
32149772		Comparative effectiveness and safety of ribavirin plus interferon-alpha, lopinavir/ritonavir plus interferon-alpha and ribavirin plus lopinavir/ritonavir plus interferon-alphain in patients with mild to moderate novel coronavirus pneumonia.	
32133153	PMC7040011	Comparative genetic analysis of the novel coronavirus (2019-nCoV/SARS-CoV-2) receptor ACE2 in different populations.	
32303590		Comparative pathogenesis of COVID-19, MERS, and SARS in a nonhuman primate model.	
32269100		Comparative Performance of SARS-CoV-2 Detection Assays using Seven Different Primer/Probe Sets and One Assay Kit.	
32270184		Comparative replication and immune activation profiles of SARS-CoV-2 and SARS-CoV in human lungs: an ex vivo study with implications for the pathogenesis of COVID-19.	
32303564		Comparison of Abbott ID Now, Diasorin Simplexa, and CDC FDA EUA methods for the detection of SARS-CoV-2 from nasopharyngeal and nasal swabs from individuals diagnosed with COVID-19.	
32184131		Comparison of clinical characteristics of coronavirus disease (COVID-19) and severe acute respiratory syndrome (SARS) as experienced in Taiwan.	
32295895		Comparison of Copan Eswab and FLOQswab for COVID-19 PCR diagnosis: working around a supply shortage.	
32114193		Comparison of different samples for 2019 novel coronavirus detection by nucleic acid amplification tests.	
32224074		Comparison of Hospitalized Patients with Acute Respiratory Distress Syndrome Caused by COVID-19 and H1N1.	
32294078		Comparison of the Indicators of Psychological Stress in the Population of Hubei Province and Non-Endemic Provinces in China During Two Weeks During the Coronavirus Disease 2019 (COVID-19) Outbreak in February 2020.	
32301745		Comparison of throat swabs and sputum specimens for viral nucleic acid detection in 52 cases of novel coronavirus (SARS-Cov-2)-infected pneumonia (COVID-19).	
32209381	PMC7118636	Comparisons of nucleic acid conversion time of SARS-CoV-2 of different samples in ICU and non-ICU patients.	
32275812		Compassionate Use of Remdesivir for Patients with Severe Covid-19.	
32034638		Compensation of ACE2 Function for Possible Clinical Management of 2019-nCoV-Induced Acute Lung Injury.	
32299776	PMC7158248	Complement associated microvascular injury and thrombosis in the pathogenesis of severe COVID-19 infection: A report of five cases.	
32165386	PMC7067954	Complete Genome Sequence of a 2019 Novel Coronavirus (SARS-CoV-2) Strain Isolated in Nepal.	
32079638	PMC7033275	Complete Genome Sequences of Five Human Coronavirus NL63 Strains Causing Respiratory Illness in Hospitalized Children in China.	
32234464		Complex emergencies of COVID-19: management and experience in Zhuhai.	
32100877		Composition and divergence of coronavirus spike proteins and host ACE2 receptors predict potential intermediate hosts of SARS-CoV-2.	
32178970		Composition of human-specific slow codons and slow di-codons in SARS-CoV and 2019-nCoV are lower than other coronaviruses suggesting a faster protein synthesis rate of SARS-CoV and 2019-nCoV.	
32152082		Compounds with therapeutic potential against novel respiratory 2019 coronavirus.	
32201156		Comprehensive analysis for diagnosis of novel coronavirus disease (COVID-19) infection.	
32286790	PMC7163933	Computational Design of ACE2-Based Peptide Inhibitors of SARS-CoV-2.	
32297156		Computational Identification of Small Interfering RNA Targets in SARS-CoV-2.	
32238584		Computational inference of selection underlying the evolution of the novel coronavirus, SARS-CoV-2.	
32248766		Computational studies of drug repurposing and synergism of lopinavir, oseltamivir and ritonavir binding with SARS-CoV-2 Protease against COVID-19.	
32174056		Computed Tomographic Findings in COVID-19.	
32232429		Computed Tomographic Imaging of 3 Patients With Coronavirus Disease 2019 Pneumonia With Negative Virus Real-time Reverse-Transcription Polymerase Chain Reaction Test.	
32285949		Computed Tomography Imaging of an HIV-infected Patient with Coronavirus Disease 2019 (COVID-19).	
32195887		Computed Tomography Manifestations of 5 Cases of the Novel Coronavirus Disease 2019 (COVID-19) Pneumonia From Patients Outside Wuhan.	
32209231	PMC7094376	Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus.	
32238261		Con alerta pero sin panico. El rol de los medios durante la pandemia.	
32292838	PMC7118595	Concerns for activated breathing control (ABC) with breast cancer in the era of COVID-19: Maximizing infection control while minimizing heart dose.	
32227489		Concerns regarding calculation of fatality rate of Chinese samples in COVID-19 meta-analysis.	
32294238		Concerns related to COVID-19 pandemic among patients with Inflammatory Bowel Disease, and its influence on patients management.	
32279694		Concise Communication: Covid-19 and the N95 Respirator Shortage: Closing the Gap.	
32293714		Concomitant neurological symptoms observed in a patient diagnosed with coronavirus disease 2019.	
32250281		Conducting Clinical Research During the COVID-19 Pandemic: Investigator and Participant Perspectives.	
32305011	PMC7136890	Conducting phase 1 cancer clinical trials during the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)-related disease pandemic.	
32275082		Conjunctiva is not a preferred gateway of entry for SARS-CoV-2 to infect respiratory tract.	
32221970		Consensus guidelines for managing the airway in patients with COVID-19.	
32170800		Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.	
32242646		Consensus statement on the use of clozapine during the COVID-19 pandemic	
32297722		Consensus statement on the use of clozapine during the COVID-19 pandemic.	
32276101	PMC7144848	Conservative management of Covid-19 patients - emergency palliative care in action.	
32204751		Consideration of the respiratory support strategy of severe acute respiratory failure caused by SARS-CoV-2 infection in children.	
32212409		Considerations for Cardiac Catheterization Laboratory Procedures During the COVID-19 Pandemic Perspectives from the Society for Cardiovascular Angiography and Interventions Emerging Leader Mentorship (SCAI ELM) Members and Graduates.	
32267732		Considerations for Drug Interactions on QTc in Exploratory COVID-19 (Coronavirus Disease 2019) Treatment.	
32283123	PMC7151241	Considerations for Drug Interactions on QTc in Exploratory COVID-19 (Coronavirus Disease 2019) Treatment.	
32302703		Considerations for Drug Interactions on QTc in Exploratory COVID-19 (Coronavirus Disease 2019) Treatment.	
32299148		Considerations for obesity, vitamin D, and physical activity amidst the COVID-19 pandemic.	
32303077		Considerations for Obstetric Care during the COVID-19 Pandemic.	
32267560		Considerations for statin therapy in patients with COVID-19.	
32299723	PMC7144663	Considerations for the Treatment of Oesophageal Cancer With Radiotherapy During the COVID-19 Pandemic.	
32229131		Considerations in performing endoscopy during the COVID-19 pandemic.	
32279903	PMC7146681	Considerations in the Triage of Urologic Surgeries During the COVID-19 Pandemic.	
32244258		Considerations on Colorectal Cancer Care in a COVID-19 Pandemic Epicenter.	
32222161		Considering inequalities in the school closure response to COVID-19.	
32251365		Considering mutational meltdown as a potential SARS-CoV-2 treatment strategy.	
32234368		Considering the challenge of the Covid-19 pandemic, is there a need to adapt the guidelines for basic life support resuscitation?	
32302956	PMC7151409	Consistency analysis of COVID-19 nucleic acid tests and the changes of lung CT.	
32047895	PMC7108139	Consistent detection of 2019 novel coronavirus in saliva.	
32201054		Contact lens practice in the time of COVID-19.	
32149043	PMC7045882	Contact Transmission of COVID-19 in South Korea: Novel Investigation Techniques for Tracing Contacts.	
32146554		Containing 2019-nCoV (Wuhan) coronavirus.	
32281231		Containing COVID-19 in the emergency room: the role of improved case detection and segregation of suspect cases.	
32247213	PMC7102586	Contentious issues and evolving concepts in the clinical presentation and management of patients with COVID-19 infectionwith reference to use of therapeutic and other drugs used in Co-morbid diseases (Hypertension, diabetes etc).	
32292636	PMC7129619	Contingency management strategies of the Nursing Department in centralized rescue of patients with coronavirus disease 2019.	
32267081		Continuous Intravenous Anakinra Infusion to Calm the Cytokine Storm in Macrophage Activation Syndrome.	
32285221		Contracting HIV or Contracting SAR-CoV-2 (COVID- 19) in Pregnancy? Balancing the Risks and Benefits.	
32257058	PMC7103835	Contributions and challenges of general practitioners in China fighting against the novel coronavirus crisis.	
32304393		Contributory Role of Positron Emission Tomography in a Left Ventricular Assist Device Recipient at the time of COVID-19 pandemic.	
32219882		Controversial treatments: an updated understanding of the Coronavirus Disease 2019.	
32212881	PMC7117596	Controversies about COVID-19 and anticancer treatment with immune checkpoint inhibitors.	
32246101		Controversies of renin-angiotensin system inhibition during the COVID-19 pandemic.	
32113510		Convalescent plasma as a potential therapy for COVID-19.	
32219429		Convalescent Plasma to Treat COVID-19: Possibilities and Challenges.	
32296259	PMC7158785	Convalescent plasma: A possible treatment of COVID-19 in India.	
32239757		Converting gas-driven ventilators from oxygen to air.	
32269311		Coordinating the COVID-19 pipeline.	
32271942		Coping with COVID-19: ventilator splitting with differential driving pressures using standard hospital equipment.	
32245874		Coping with Covid-19.	
32303589		Coping with COVID: How a Research Team Learned To Stay Engaged in This Time of Physical Distancing.	
32292626	PMC7102592	Core Outcome Set for Clinical Trials on Coronavirus Disease 2019 (COS-COVID).	
32248855		Core Principles for Infection Prevention in Hemodialysis Centers during the Pandemic Situation of COVID-19.	
32268212	PMC7131471	Corona (COVID-19) time musings: Our involvement in COVID-19 pathogenesis, diagnosis, treatment and vaccine planning.	
32235433		Corona Virus (COVID-19) "Infodemic" and Emerging Issues through a Data Lens: The Case of China.	
32113880	PMC7102529	Corona Virus International Public Health Emergencies: Implications for Radiology Management.	
32278111	PMC7136881	CORONA-steps for tracheotomy in COVID-19 patients: A staff-safe method for airway management.	
32078967		Coronaphobia: Fear and the 2019-nCoV outbreak.	
32049461		Coronavirus : Dr Li Wenliang, lanceur d'alerte, heros et martyr.	
32022502		Coronavirus : rester proactif.	
32303920		Coronavirus (COVID-19) in Haiti: A Call for Action.	
32212140		Coronavirus (Covid-19) outbreak on the cruise ship Diamond Princess.	
32179106	PMC7102667	Coronavirus (COVID-19) outbreak: what the department of endoscopy should know.	
32092296	PMC7102595	Coronavirus (COVID-19) Outbreak: What the Department of Radiology Should Know.	
32283177	PMC7146686	Coronavirus (COVID-19), First Indication of Efficacy of Gene-Eden-VIR/Novirin in SARS-CoV-2 Infections.	
32292300	PMC7146654	Coronavirus 101.	
32109444	PMC7102581	Coronavirus 2019-nCoV: A brief perspective from the front line.	
32044388		Coronavirus 2019-nCoV: Is the genie already out of the bottle?	
32236301		Coronavirus 2020.	
32221416	PMC7100493	Coronavirus and a greener future.	
32277180		Coronavirus and analgesics.	
32161394		Coronavirus and children, deep-sea microbes and a bold new climate law.	
32285510		Coronavirus and JMFT: An Editor's Note.	
32267978		Coronavirus and Risk Analysis.	
32294283		Coronavirus and the hearts of doctors.	
32265548		Coronavirus and the race to distribute reliable diagnostics.	
32299304		Coronavirus anxiety scale: A brief mental health screener for COVID-19 related anxiety.	
32238897		Coronavirus can infect cats - dogs, not so much.	
32152594		Coronavirus close-up, faded star and orchestral operation - February's best science images.	
32253888		Coronavirus COV-19/SARS-CoV-2 affects women less than men: clinical response to viral infection.	
32071063		Coronavirus covid-19 has killed more people than SARS and MERS combined, despite lower case fatality rate.	
32078048		Coronavirus COVID-19 impacts to dentistry and potential salivary diagnosis.	
32161351		Coronavirus crisis hits ice-locked Arctic research expedition.	
32277169		Coronavirus diaries: hello from home.	
32303730		Coronavirus diaries: to be a scientist.	
32115733		Coronavirus disease (COVID-19) and neonate: What neonatologist need to know.	
32257728	PMC7123290	Coronavirus Disease (COVID-19) and Pediatric Patients: A Review of Epidemiology, Symptomatology, Laboratory and Imaging Results to Guide the Development of a Management Algorithm.	
32279064		Coronavirus Disease (COVID-19) and the Gastrointestinal System in Children.	
32234116		Coronavirus disease (COVID-19) Community Testing Team in Scotland: A 14-day review, 6 to 20 February 2020.	
32209164	PMC7096776	Coronavirus disease (COVID-19) in a paucisymptomatic patient: epidemiological and clinical challenge in settings with limited community transmission, Italy, February 2020.	
32273490		Coronavirus Disease (COVID-19) in Children - What We Know So Far and What We Do Not?	
32282303		Coronavirus Disease (COVID-19) Pandemic: A Race Against Time.	
32281587		Coronavirus disease (COVID-19) pandemic.	
32265065	PMC7102516	Coronavirus Disease (COVID-19): A primer for emergency physicians.	
32250505		Coronavirus Disease (COVID-19): Characteristics in children and considerations for Dentists providing their care.	
32204987		Coronavirus Disease (COVID-19): Spectrum of CT Findings and Temporal Progression of the Disease.	
32273156		Coronavirus Disease 19 (COVID-19): Implications for Clinical Dental Care.	
32229732		Coronavirus Disease 19 Infection Does Not Result in Acute Kidney Injury: An Analysis of 116 Hospitalized Patients from Wuhan, China.	
32272475		Coronavirus Disease 19 Pandemic and Extracorporeal Therapies in Intensive Care: "Bis Peccare in Bello Non Licet".	
32232552		Coronavirus disease 2019 (COVID-19) and anti-rheumatic drugs.	
32233755		Coronavirus Disease 2019 (COVID-19) and Cardiovascular Disease: A Viewpoint on the Potential Influence of Angiotensin-Converting Enzyme Inhibitors/Angiotensin Receptor Blockers on Onset and Severity of Severe Acute Respiratory Syndrome Coronavirus 2 Infection.	
32200663		Coronavirus Disease 2019 (COVID-19) and Cardiovascular Disease.	
32286618		Coronavirus Disease 2019 (COVID-19) and Mental Health for Children and Adolescents.	
32213786		Coronavirus Disease 2019 (COVID-19) and Pregnancy: Responding to a Rapidly Evolving Situation.	
32105680	PMC7093856	Coronavirus Disease 2019 (COVID-19) and Pregnancy: What obstetricians need to know.	
32283052	PMC7151282	Coronavirus Disease 2019 (COVID-19) CT Findings: A Systematic Review and Meta-analysis.	
32181795		Coronavirus Disease 2019 (COVID-19) in Italy.	
32242890		Coronavirus Disease 2019 (COVID-19) Infection and Renin Angiotensin System Blockers.	
32227668		Coronavirus disease 2019 (COVID-19) outbreak at the Department of Ophthalmology, Oslo University Hospital, Norway.	
32192541		Coronavirus disease 2019 (COVID-19) outbreak in Iran; actions and problems.	
32222047		Coronavirus disease 2019 (COVID-19) outbreak: Could pigs be vectors for human infections?	
32217113		Coronavirus Disease 2019 (COVID-19) Pandemic and Pregnancy.	
32292904	PMC7103984	Coronavirus Disease 2019 (COVID-19) Pneumonia in a Hemodialysis Patient.	
32240462		Coronavirus disease 2019 (COVID-19): a clinical update.	
32142972		Coronavirus Disease 2019 (COVID-19): A critical care perspective beyond China.	
32144127		Coronavirus disease 2019 (covid-19): a guide for UK GPs.	
32083985		Coronavirus Disease 2019 (COVID-19): A Perspective from China.	
32174129		Coronavirus Disease 2019 (COVID-19): A Systematic Review of Imaging Findings in 919 Patients.	
32250193		Coronavirus Disease 2019 (COVID-19): Considerations for the Competitive Athlete.	
32234466		Coronavirus disease 2019 (COVID-19): current status and future perspective.	
32233753		Coronavirus Disease 2019 (COVID-19): Do Angiotensin-Converting Enzyme Inhibitors/Angiotensin Receptor Blockers Have a Biphasic Effect?	
32162995		Coronavirus Disease 2019 (COVID-19): Emerging and Future Challenges for Dental and Oral Medicine.	
32239628		Coronavirus disease 2019 (COVID-19): facts and controversies.	
32160299	PMC7081175	Coronavirus Disease 2019 (COVID-19): Protecting Hospitals From the Invisible.	
32130038		Coronavirus Disease 2019 (COVID-19): Role of Chest CT in Diagnosis and Management.	
32211920		Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020.	
32277247		Coronavirus disease 2019 (COVID-19): we don't leave women alone.	
32292319	PMC7105962	Coronavirus Disease 2019 (COVID-19): we shall overcome.	
32242896		Coronavirus Disease 2019 and Children: What Pediatric Health Care Clinicians Need to Know.	
32207769		Coronavirus Disease 2019 and Influenza 2019-2020.	
32101254		Coronavirus Disease 2019 and Influenza.	
32181969		Coronavirus Disease 2019 and Transplantation: a view from the inside.	
32212138		Coronavirus Disease 2019 as a challenge for maritime medicine.	
32271728		Coronavirus Disease 2019 in Children - United States, February 12-April 2, 2020.	
32265372		Coronavirus Disease 2019 in Critically Ill Children: A Narrative Review of the Literature.	
32240670	PMC7118526	Coronavirus Disease 2019 in elderly patients: characteristics and prognostic factors based on 4-week follow-up.	
32212386		Coronavirus Disease 2019 in Geriatrics and Long-term Care: The ABCDs of COVID-19.	
32141588		Coronavirus Disease 2019 outbreak: preparedness and readiness of countries in the Eastern Mediterranean Region.	
32208412		Coronavirus disease 2019 outbreak.	
32284951	PMC7144823	Coronavirus Disease 2019 Treatment: A Review of Early and Emerging Options.	
32271460		Coronavirus disease 2019: a bibliometric analysis and review.	
32107119		Coronavirus Disease 2019: Coronaviruses and Blood Safety.	
32090448		Coronavirus disease 2019: Implications of emerging infections for transplantation.	
32211963		Coronavirus disease 2019: initial chest CT findings.	
32281667		Coronavirus disease 2019: new things to know!	
32191341		Coronavirus disease 2019: the harms of exaggerated information and non-evidence-based measures.	
32202659		Coronavirus disease 2019: the harms of exaggerated information and non-evidence-based measures.	
32282992		Coronavirus disease 2019: Utilizing an ethical framework for rationing absolutely scarce healthcare resources in transplant allocation decisions.	
32170865		Coronavirus disease 2019: What we know?	
32133964		Coronavirus Disease COVID-19: A New Threat to Public Health.	
32257773	PMC7104686	Coronavirus Disease-19: Summary of 2,370 Contact Investigations of the First 30 Cases in the Republic of Korea.	
32257774	PMC7104685	Coronavirus Disease-19: The First 7,755 Cases in the Republic of Korea.	
32165854	PMC7061485	Coronavirus disease-2019: is fever an adequate screening for the returning travelers?	
32300496	PMC7158591	Coronavirus Disease: A Review of a New Threat to Public Health.	
32295188		Coronavirus Diseases (COVID-19) Current Status and Future Perspectives: A Narrative Review.	
32116147		Coronavirus disinfection in histopathology.	
32193300		Coronavirus disruptions reverberate through research.	
32188729		Coronavirus Endoribonuclease and Deubiquitinating Interferon Antagonists Differentially Modulate the Host Response during Replication in Macrophages.	
32198201		Coronavirus endoribonuclease targets viral polyuridine sequences to evade activating host sensors.	
32172242		Coronavirus Epidemic and Extracorporeal Therapies in Intensive Care: si vis pacem para bellum.	
