#PMID	PMCID	TITLE	LANGUAGE
32199468	PMC7104000	Use of antiviral drugs to reduce COVID-19 transmission.	
32171055	PMC7104043	Can Nigeria contain the COVID-19 outbreak using lessons from recent epidemics?	
32171054	PMC7104053	COVID-19: a potential public health problem for homeless populations.	
32220653	PMC7104094	The Italian health system and the COVID-19 challenge.	
32220663	PMC7104153	The role of CT in case ascertainment and management of COVID-19 pneumonia in the UK: insights from high-incidence regions.	
32199471	PMC7104160	COVID-19 and the consequences of isolating the elderly.	
32220575	PMC7104202	Telemedicine in the Era of COVID-19.	
32192586	PMC7104229	COVID-19: the need for continuous medical education and training.	
32192627	PMC7104244	Screening of faecal microbiota transplant donors during the COVID-19 outbreak: suggestions for urgent updates from an international expert panel.	
32199083	PMC7104264	The resilience of the Spanish health system against the COVID-19 pandemic.	
32213325	PMC7104291	COVID-19: mitigating transmission via wastewater plumbing systems.	
32199072	PMC7104294	COVID-19 in Italy: momentous decisions and many uncertainties.	
32203708	PMC7104316	COVID-19 outbreak: less stethoscope, more ultrasound.	
32054787	PMC7104368	Prophylactic and therapeutic remdesivir (GS-5734) treatment in the rhesus macaque model of MERS-CoV infection.	
32227627	PMC7104635	Letter to the editor: Headline stress disorder caused by Netnews during the outbreak of COVID-19.	
32217506	PMC7104707	The Role of the Global Health Development/Eastern Mediterranean Public Health Network and the Eastern Mediterranean Field Epidemiology Training Programs in Preparedness for COVID-19.	
32232685	PMC7104710	The experience of high-flow nasal cannula in hospitalized patients with 2019 novel coronavirus-infected pneumonia in two hospitals of Chongqing, China.	
32112977	PMC7105032	World Health Organization declares global emergency: A review of the 2019 novel coronavirus (COVID-19).	
32232520	PMC7105959	Facing a disruptive threat: how can a nuclear medicine service be prepared for the coronavirus outbreak 2020?	
32236644	PMC7106051	Identification of a potential mechanism of acute kidney injury during the COVID-19 outbreak: a study based on single-cell transcriptome analysis.	
32232545	PMC7106052	[SARS-CoV-2-a challenge for all of us].	
32196544	PMC7106065	Supporting Clinicians During the COVID-19 Pandemic.	
32142938	PMC7106073	Nonstructural proteins NS7b and NS8 are likely to be phylogenetically associated with evolution of 2019-nCoV.	
32092483	PMC7106203	Genetic diversity and evolution of SARS-CoV-2.	
32004758	PMC7106301	Full-genome evolutionary analysis of the novel corona virus (2019-nCoV) rejects the hypothesis of emergence as a result of a recent recombination event.	
32125418	PMC7107240	Novel coronavirus (2019-nCoV): Update on 3rd Coronavirus Outbreak of 21st Century.	
32159805	PMC7107249	Nepal's First Case of COVID-19 and public health response.	
32073631	PMC7107315	Changes of CT Findings in a 2019 Novel Coronavirus (2019-nCoV) pneumonia patient.	
32067043	PMC7107453	A familial cluster of infection associated with the 2019 novel coronavirus indicating potential person-to-person transmission during the incubation period.	
32125432	PMC7107503	Solidarity with China as it holds the global front line during COVID-19 outbreak.	
32125413	PMC7107516	The pandemic of social media panic travels faster than the COVID-19 outbreak.	
32104884	PMC7107523	Nepal's First Case of COVID-19 and public health response.	
31943059	PMC7107534	Pneumonia of unknown aetiology in Wuhan, China: potential for international spread via commercial air travel.	
32109274	PMC7107544	Saudi Arabia`s measures to curb the COVID-19 outbreak: temporary suspension of the Umrah pilgrimage.	
32080723	PMC7107546	Quantifying the association between domestic travel and the exportation of novel coronavirus (2019-nCoV) cases from Wuhan, China in 2020: a correlational analysis.	
32167146	PMC7107552	Interrupting transmission of COVID-19: lessons from containment efforts in Singapore.	
32163140	PMC7107560	Serial interval in determining the estimation of reproduction number of the novel coronavirus disease (COVID-19) during the early outbreak.	
32010938	PMC7107561	Travellers give wings to novel coronavirus (2019-nCoV).	
32083284	PMC7107562	The New Coronavirus, the Current King of China.	
32109273	PMC7107563	COVID-19 outbreak on the Diamond Princess cruise ship: estimating the epidemic potential and effectiveness of public health countermeasures.	
32052841	PMC7107565	Isolation, quarantine, social distancing and community containment: pivotal role for old-style public health measures in the novel coronavirus (2019-nCoV) outbreak.	
32107548	PMC7107962	Occupational risks for COVID-19 infection.	
32166318	PMC7108122	Protecting Health Care Workers during the COVID-19 Coronavirus Outbreak -Lessons from Taiwan's SARS response.	
32130405	PMC7108124	2019 novel coronavirus is undergoing active recombination.	
32161940	PMC7108125	Dysregulation of immune response in patients with COVID-19 in Wuhan, China.	
32119083	PMC7108126	A case of 2019 Novel Coronavirus in a pregnant woman with preterm delivery.	
32150618	PMC7108130	In Vitro Antiviral Activity and Projection of Optimized Dosing Design of Hydroxychloroquine for the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).	
32047895	PMC7108139	Consistent detection of 2019 novel coronavirus in saliva.	
32112072	PMC7108143	A Case Series of children with 2019 novel coronavirus infection: clinical and epidemiological features.	
32161941	PMC7108144	A case report of neonatal COVID-19 infection in China.	
32129842	PMC7108145	A glimpse into the origins of genetic diversity in SARS-CoV-2.	
32147731	PMC7108147	Diagnosis and Management of First Case of COVID-19 in Canada: Lessons applied from SARS.	
32161968	PMC7108162	A comparative study on the clinical features of COVID-19 pneumonia to other pneumonias.	
32166310	PMC7108172	A Novel Approach for a Novel Pathogen: using a home assessment team to evaluate patients for 2019 novel coronavirus (SARS-CoV-2).	
32147715	PMC7108175	The Art of War in the Era of Coronavirus Disease 2019 (COVID-19).	
32011673	PMC7108176	Origin and evolution of the 2019 novel coronavirus.	
32109279	PMC7108195	Clinical Characteristics of Imported Cases of COVID-19 in Jiangsu Province: A Multicenter Descriptive Study.	
32129843	PMC7108196	Genomic diversity of SARS-CoV-2 in Coronavirus Disease 2019 patients.	
32031583	PMC7108203	Molecular Diagnosis of a Novel Coronavirus (2019-nCoV) Causing an Outbreak of Pneumonia.	
32031590	PMC7108485	Racing towards the development of diagnostics for a novel coronavirus (2019-nCoV).	
32077933	PMC7108487	Emergence of a Novel Coronavirus Disease (COVID-19) and the Importance of Diagnostic Testing: Why Partnership between Clinical Laboratories, Public Health Agencies, and Industry Is Essential to Control the Outbreak.	
32154877	PMC7108508	The SARS-CoV-2 Outbreak: Diagnosis, Infection Prevention, and Public Perception.	
32065221	PMC7108526	Coronaviruses: a paradigm of new emerging zoonotic diseases.	
32122422	PMC7108650	Novel coronavirus and hospital infection prevention: Preparing for the impromptu speech.	
32231392	PMC7108716	Forecasting the novel coronavirus COVID-19.	
32231374	PMC7108749	Data-based analysis, modelling and forecasting of the COVID-19 outbreak.	
32167489	PMC7108922	The convalescent sera option for containing COVID-19.	
32053148	PMC7109697	Three Emerging Coronaviruses in Two Decades.	
32234064	PMC7110262	Covid-19 in China: ten critical issues for intensive care medicine.	
32238182	PMC7110291	The fiscal value of human lives lost from coronavirus disease (COVID-19) in China.	
32112966	PMC7110436	2019-novel Coronavirus severe adult respiratory distress syndrome in two cases in Italy: An uncommon radiological presentation.	
32097725	PMC7110591	Estimation of the reproductive number of novel coronavirus (COVID-19) and the probable outbreak size on the Diamond Princess cruise ship: A data-driven analysis.	
32007643	PMC7110798	Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak.	
32232433	PMC7110919	Characteristics of Ocular Findings of Patients With Coronavirus Disease 2019 (COVID-19) in Hubei Province, China.	
32232421	PMC7110920	Community Prevalence of SARS-CoV-2 Among Patients With Influenzalike Illnesses Presenting to a Los Angeles Medical Center in March 2020.	
32239459	PMC7110984	Warning Against the Use of Anti-Inflammatory Medicines to Cure COVID-19: Building Castles in the Air.	
32144890	PMC7111068	The Novel Coronavirus - A Snapshot of Current Knowledge.	
32194290	PMC7111105	Social Capital and Sleep Quality in Individuals Who Self-Isolated for 14 Days During the Coronavirus Disease 2019 (COVID-19) Outbreak in January 2020 in China.	
32171450	PMC7111282	Identification of potential cross-protective epitope between a new type of coronavirus (2019-nCoV) and severe acute respiratory syndrome virus.	
32108862	PMC7112083	Genome Detective Coronavirus Typing Tool for rapid identification and characterization of novel coronavirus genomes.	
32146245	PMC7112608	Psychological crisis intervention during the outbreak period of new coronavirus pneumonia from experience in Shanghai.	
32238177	PMC7112750	Emerging infectious diseases and outbreaks: implications for women's reproductive health and rights in resource-poor settings.	
32146921	PMC7113032	The time-varying serial interval of the coronavirus disease (COVID-19) and its gender-specific difference: A data-driven analysis using public surveillance data in Hong Kong and Shenzhen, China from January 10 to February 15, 2020.	
32202489	PMC7113321	Risk of COVID-19 importation to the Pacific islands through global air travel.	
32240484	PMC7113541	Providing pharmacy services at cabin hospitals at the coronavirus epicenter in China.	
32241828	PMC7113797	Celebrating TB day at the time of COVID-19.	
32241833	PMC7113798	Will children reveal their secret? The coronavirus dilemma.	
32057769	PMC7114094	The spike glycoprotein of the new coronavirus 2019-nCoV contains a furin-like cleavage site absent in CoV of the same clade.	
32130973	PMC7114098	A potential role for integrins in host cell entry by SARS-CoV-2.	
32240519	PMC7115350	Uncertainty in using chest computed tomography in early coronavirus disease (COVID-19).	
32212881	PMC7117596	Controversies about COVID-19 and anticancer treatment with immune checkpoint inhibitors.	
32242315	PMC7117879	In reply: Uncertainty in using chest computed tomography in early coronavirus disease (COVID-19).	
32241301	PMC7117947	A novel treatment approach to the novel coronavirus: an argument for the use of therapeutic plasma exchange for fulminant COVID-19.	
32205162	PMC7118420	Rapid response to COVID-19 outbreak in Northern Italy: how to convert a classic infectious disease ward into a COVID-19 response centre.	
32234465	PMC7118423	Recent Progress in understanding 2019 Novel Coronavirus associated with Human Respiratory Disease: Detection, Mechanism and Treatment.	
32220590	PMC7118448	Physical exercise as therapy to fight against the mental and physical consequences of COVID-19 quarantine: Special focus in older people.	
32171390	PMC7118515	Real estimates of mortality following COVID-19 infection.	
32220710	PMC7118521	Renin-angiotensin system: The unexpected flaw inside the human immune system revealed by SARS-CoV-2.	
32208140	PMC7118524	The Battle Against Coronavirus Disease 2019 (COVID-19): Emergency Management and Infection Control in a Radiology Department.	
32240670	PMC7118526	Coronavirus Disease 2019 in elderly patients: characteristics and prognostic factors based on 4-week follow-up.	
32208138	PMC7118529	Novel Screening and Triage Strategy in Iran During Deadly COVID-19 Epidemic; Value of Humanitarian Teleconsultation Service.	
32205271	PMC7118530	COVID-19: Facemask use prevalence in international airports in Asia, Europe and the Americas, March 2020.	
32240764	PMC7118532	Impact on Mental Health and Perceptions of Psychological Care among Medical and Nursing Staff in Wuhan during the 2019 Novel Coronavirus Disease Outbreak: a Cross-sectional Study.	
32209385	PMC7118534	Profile of Specific Antibodies to SARS-CoV-2: The First Report.	
32234504	PMC7118535	COVID-19, Diabetes Mellitus and ACE2: The conundrum.	
32193037	PMC7118536	CT manifestations of coronavirus disease-2019: A retrospective analysis of 73 cases by disease severity.	
32220344	PMC7118537	COVID-19 in a patient with chronic lymphocytic leukaemia.	
32224308	PMC7118539	Understanding COVID-19: what does viral RNA load really mean?	
32205268	PMC7118543	Buffer areas in emergency department to handle potential COVID-19 community infection in Taiwan.	
32229062	PMC7118544	Necessitating repeated chest CT in COVID-19 pneumonia.	
32192856	PMC7118593	Active smoking is not associated with severity of coronavirus disease 2019 (COVID-19).	
32199142	PMC7118594	Asymptomatic SARS-CoV-2 infected patients with persistent negative CT findings.	
32244041	PMC7118597	Shell disorder analysis predicts greater resilience of the SARS-CoV-2 (COVID-19) outside the body and in body fluids.	
32224303	PMC7118598	Mental health considerations for children quarantined because of COVID-19.	
32209276	PMC7118599	Putting resiliency of a health system to the test: COVID-19 in Taiwan.	
32203710	PMC7118603	Rational use of face masks in the COVID-19 pandemic.	
32240718	PMC7118604	COVID-19 in Hemodialysis Patients: A Report of 5 Cases.	
32240603	PMC7118606	COVID-19: global consequences for oncology.	
32203709	PMC7118607	Treatment for severe acute respiratory distress syndrome from COVID-19.	
32173188	PMC7118614	[Recommendations on the clinical management of the COVID-19 infection by the <<new coronavirus>> SARS-CoV2. Spanish Paediatric Association working group].	
32205158	PMC7118616	An integrated response to the impact of coronavirus outbreak on the Emergency Medical Services of Emilia Romagna.	
32229288	PMC7118617	Molecular characterization of SARS-CoV-2 from the first case of COVID-19 in Italy.	
32171062	PMC7118626	Are patients with hypertension and diabetes mellitus at increased risk for COVID-19 infection?	
32205138	PMC7118628	The index case of SARS-CoV-2 in Scotland: a case report.	
32220279	PMC7118630	COVID-19 in Europe: the Italian lesson.	
32234467	PMC7118634	The cytokine release syndrome (CRS) of severe COVID-19 and Interleukin-6 receptor (IL-6R) antagonist Tocilizumab may be the key to reduce the mortality.	
32220659	PMC7118635	The official French guidelines to protect patients with cancer against SARS-CoV-2 infection.	
32209381	PMC7118636	Comparisons of nucleic acid conversion time of SARS-CoV-2 of different samples in ICU and non-ICU patients.	
32216961	PMC7118637	Imaging manifestations and diagnostic value of chest CT of coronavirus disease 2019 (COVID-19) in the Xiaogan area.	
32178762	PMC7118638	COVID-19, a pandemic or not?	
32178774	PMC7118650	COVID-19, ECMO, and lymphopenia: a word of caution.	
32184132	PMC7118651	Spatial transmission of COVID-19 via public and private transportation in China.	
32184130	PMC7118655	Mapping the incidence of the COVID-19 hotspot in Iran - Implications for Travellers.	
32171740	PMC7118659	New insights on the antiviral effects of chloroquine against coronavirus: what to expect for COVID-19?	
32198088	PMC7118661	Transmission potential and severity of COVID-19 in South Korea.	
32192711	PMC7118662	Emergency Caesarean delivery in a patient with confirmed coronavirus disease 2019 under spinal anaesthesia.	
32229107	PMC7118663	Dynamic change process of target genes by RT-PCR testing of SARS-Cov-2 during the course of a Coronavirus Disease 2019 patient.	
32213329	PMC7118670	Scientific and ethical basis for social-distancing interventions against COVID-19.	
32192583	PMC7118671	COVID-19: delay, mitigate, and communicate.	
32222336	PMC7118675	Initial rapid and proactive response for the COVID-19 outbreak - Taiwan's experience.	
32205267	PMC7118680	YouTube as source of information on 2019 novel coronavirus outbreak: A cross sectional study of English and Mandarin content.	
32194247	PMC7118681	Exuberant plasmocytosis in bronchoalveolar lavage of the first patient requiring Extracorporeal Membrane Oxygenation for SARS-CoV-2 in Europe.	
32213326	PMC7118689	The first infant case of COVID-19 acquired from a secondary transmission in Vietnam.	
32243949	PMC7118698	Ark of Life and HopeRole of Cabin Hospital in Facing COVID-19.	
32088344	PMC7119083	COVID-19: A critical care perspective informed by lessons learnt from other viral epidemics.	
32227916	PMC7123821	Nano Research for COVID-19.	
32233418	PMC7123858	Fighting the Coronavirus Outbreak.	
32243920		(18)F-FDG uptake in Asymptomatic SARS-CoV-2 (COVID-19) patient, referred to PET/CT for Non-Small Cells Lung Cancer restaging.	
32135587		[2019 novel coronavirus infection in a three-month-old baby].	
32166940		[2019 novel coronavirus, angiotensin converting enzyme 2 and cardiovascular drugs].	
32023682		[2019-nCoV: new challenges from coronavirus].	
32043842		[2019-novel coronavirus infection in a three-month-old baby].	
32172546		[A pathological report of three COVID-19 cases by minimally invasive autopsies].	
32189489		[ACE2 in the context of 2019-nCoV infection: friend or foe?]	
32114747		[Advances in the research of cytokine storm mechanism induced by Corona Virus Disease 2019 and the corresponding immunotherapies].	
32174095		[Advances in the research of mechanism of pulmonary fibrosis induced by Corona Virus Disease 2019 and the corresponding therapeutic measures].	
32141279		[Advances on presymptomatic or asymptomatic carrier transmission of COVID-19].	
32100976		[Airway management of COVID-19 patients with severe pneumonia].	
32234126		[An epidemiologic thinking on the diagnosis criteria of COVID-19].	
32204753		[An interpretation on perinatal and neonatal management plan for prevention and control of SARS-CoV-2 infection (2nd Edition)].	
32057211		[An update on the epidemiological characteristics of novel coronavirus pneumoniaCOVID-19].	
32133829		[Analysis of bronchoscope-guided tracheal intubation in 12 cases with COVID-19 under the personal protective equipment with positive pressure protective hood].	
32026671		[Analysis of clinical features of 29 patients with 2019 novel coronavirus pneumonia].	
32061200		[Analysis of CT features of 15 Children with 2019 novel coronavirus infection].	
32234131		[Analysis of CT features of 15 children with 2019 novel coronavirus infection].	
32077662		[Analysis of low positive rate of nucleic acid detection method used for diagnosis of novel coronavirus pneumonia].	
32141280		[Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-19].	
32064855		[Analysis of the first cluster of cases in a family of novel coronavirus pneumonia in Gansu Province].	
32145714		[Analysis of the pregnancy outcomes in pregnant women with COVID-19 in Hubei Province].	
32213269		[Analysis on cluster cases of COVID-19 in Tianjin].	
32107910		[Analysis on epidemic situation and spatiotemporal changes of COVID-19 in Anhui].	
32125129		[Analysis on the epidemic factors for the Corona Virus Disease].	
32207592		[Anesthesia management in cesarean section for a patient with coronavirus disease 2019].	
32159318		[Angiotensin-converting enzyme 2 and coronavirus: research update on pathogenesis of the infection induced by this indissoluble bond].	
32040985		[Be alert to superposed effect of seasonal influenza while fighting against novel coronavirus pneumonia].	
32145715		[Biological characters analysis of COVID-19 patient accompanied with aplastic anemia].	
32220178		[Biological Product Development Strategies for Prevention and Treatment of Coronavirus Disease 2019].	
32118392		[Cardiac manifestations of patients with COVID-19 pneumonia and related treatment recommendations].	
32118391		[Cause analysis and treatment strategies of "recurrence" with novel coronavirus pneumonia (covid-19) patients after discharge from hospital].	
32185921		[Challenges and countermeasures on Chinese malaria elimination programme during the coronavirus disease 2019 (COVID-19) outbreak].	
32220275		[Challenges to prevent and control the outbreak of Novel Coronavirus Pneumonia (COVID-19)].	
32114745		[Characteristics of peripheral blood leukocyte differential counts in patients with COVID-19].	
32133825		[Characteristics, causes, diagnosis and treatment of coagulation dysfunction in patients with COVID-19].	
32192297		[Chemotherapy strategy for colorectal cancer under the outbreak of corona virus disease 2019].	
32100980		[Chemotherapy strategy for colorectal cancer under the outbreak of novel coronavirus pneumonia].	
32118389		[Clinical analysis of 31 cases of 2019 novel coronavirus infection in children from six provinces (autonomous region) of northern China].	
32220276		[Clinical and coagulation characteristics of 7 patients with critical COVID-2019 pneumonia and acro-ischemia].	
32153170		[Clinical characteristics and influencing factors of patients with novel coronavirus pneumonia combined with liver injury in Shaanxi region].	
32120458		[Clinical characteristics and outcomes of 112 cardiovascular disease patients infected by 2019-nCoV].	
32062957		[Clinical characteristics of 30 medical workers infected with new coronavirus pneumonia].	
32204756		[Clinical features and chest CT findings of coronavirus disease 2019 in infants and young children].	
32061066		[Clinical features of 2019 novel coronavirus pneumonia in the early stage from a fever clinic in Beijing].	
32149485		[Clinical features of respiratory coronavirus infections and relationship to otolaryngology].	
32077441		[Clinical Management of Lung Cancer Patients during the Outbreak of 2019 Novel Coronavirus Disease (COVID-19)].	
32220181		[Clinical Study and CT Findings of a Familial Cluster of Pneumonia with Coronavirus Disease 2019 (COVID-19)].	
32061201		[Cluster investigation Technical Guidelines for the 2019 Novel Coronavirus Pneumonia (COVID-19), China (1st Trial Version)].	
32072794		[Cluster investigation Technical Guidelines for the 2019 Novel Coronavirus Pneumonia (COVID-19), China (1st Trial Version)].	
32159317		[Comparison of epidemic characteristics between SARS in2003 and COVID-19 in 2020 in Guangzhou].	
32129583		[Comparison of heart failure and 2019 novel coronavirus pneumonia in chest CT features and clinical characteristics].	
32174094		[Comparison of pathological changes and pathogenic mechanisms caused by H1N1 influenza virus, highly pathogenic H5N1 avian influenza virus, SARS-CoV, MERS-CoV and 2019-nCoV coronavirus].	
32087623		[Comparison of the clinical characteristics between RNA positive and negative patients clinically diagnosed with 2019 novel coronavirus pneumonia].	
32244261		[Comparison of two epidemic patterns of COVID-19 and evaluation of prevention and control effectiveness: an analysis based on Guangzhou and Wenzhou].	
32108458		[Consideration and suggestions on development of blood transfusion department under the epidemic situation of novel coronavirus pneumonia].	
32088947		[Consideration on the strategies during epidemic stage changing from emergency response to continuous prevention and control].	
32157849		[Construction and evaluation of a novel diagnosis process for 2019-Corona Virus Disease].	
32189015		[Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020].	
32066206		[Countermeasures and treatment for aortic acute syndrome with novel coronavirus pneumonia].	
32133824		[COVID-19 complicated with DIC: 2 cases report and literatures review].	
32202553		[COVID-19 coronavirus: what implications for Cardiology?]	
32164401		[COVID-19 Pandemic: global epidemiological trends and China's subsequent preparedness and responses].	
32149486		[COVID-19 with post-chemotherapy agranulocytosis in childhood acute leukemia: a case report].	
32124733		[COVID-19. The only certainty is the uncertainty].	
32237566		[Covid-19: the new pathology caused by a coronavirus].	
32207591		[CT imaging features of patients with different clinical types of coronavirus disease 2019 (COVID-19)].	
32084674		[Detection of 2019-nCoV in the pathological paraffin embedded tissue].	
32023681		[Diagnosis and clinical management of 2019 novel coronavirus infection: an operational recommendation of Peking Union Medical College Hospital (V2.0)].	
32145717		[Diagnosis and treatment of COVID-19: acute kidney injury cannot be ignored].	
32064795		[Diagnosis and treatment recommendation for pediatric coronavirus disease-19].	
32118394		[Diagnostic and therapeutic strategies of lung cancer patients during the outbreak of 2019 novel coronavirus disease (COVID-19)].	
32108460		[Discussion on diagnosis and treatment of hepatobiliary malignancies during the outbreak of novel coronavirus pneumonia].	
32114746		[Drug interaction monitoring of lopinavir / ritonavir in COVID-19 patients with cancer].	
32113197		[Dynamic basic reproduction number based evaluation for current prevention and control of COVID-19 outbreak in China].	
32096366		[Dynamic changes of chest CT imaging in patients with corona virus disease-19 (COVID-19)].	
32064856		[Early containment strategies and core measures for prevention and control of novel coronavirus pneumonia in China].	
32023686		[Early detection and disease assessment of patients with novel coronavirus pneumonia].	
32023684		[Efficient management of novel coronavirus pneumonia by efficient prevention and control in scientific manner].	
32220158		[El desafio de comunicar y controlar la epidemia por coronavirus].	
32080994		[Emergency management of prevention and control of novel coronavirus pneumonia in departments of stomatology].	
32204758		[Emergency plan for inter-hospital transfer of newborns with SARS-CoV-2 infection].	
32051072		[Emergency response plan for the neonatal intensive care unit during epidemic of 2019 novel coronavirus].	
32237554		[Emerging infections, the great challenge of global health: Covid-19].	
32125133		[Epidemic trend of corona virus disease 2019 (COVID-19) in mainland China].	
32213270		[Epidemiological analysis on 1 052 cases of COVID-19 in epidemic clusters].	
32133831		[Epidemiological analysis on a family cluster of COVID-19].	
32171192		[Epidemiological characteristics of 2019 novel coronavirus family clustering in Zhejiang Province].	
32164400		[Epidemiological characteristics of confirmed COVID-19 cases in Tianjin].	
32234127		[Epidemiological characteristics of COVID-19 in Gansu province].	
32244260		[Epidemiological characteristics of COVID-19 in Shaanxi province].	
32118390		[Epidemiological characteristics of novel coronavirus pneumonia in Henan].	
32149484		[Epidemiological investigation of a family clustering of COVID-19].	
32162858		[Epidemiological investigation on a cluster epidemic of COVID-19 in a collective workplace in Tianjin].	
32241653		[Epidemiological update on SARS-CoV-2 infection in Spain. Comments on the management of infection in pediatrics].	
32223839		[Epidemiology and clinical features of highly pathogenic human coronavirus infection in children].	
32220177		[Epidemiology, Treatment, and Epidemic Prevention and Control of the Coronavirus Disease 2019: a Review].	
32125128		[Estimating the basic reproduction number of COVID-19 in Wuhan, China].	
32033514		[Expert consensus for bronchoscopy during the epidemic of 2019 Novel Coronavirus infection (Trial version)].	
32075365		[Expert consensus on chloroquine phosphate for the treatment of novel coronavirus pneumonia].	
32077661		[Expert consensus on preventing nosocomial transmission during respiratory care for critically ill patients infected by 2019 novel coronavirus pneumonia].	
32234175		[Expert consensus on principal of clinical management of patients with severe emergent cardiovascular diseases during the epidemic period of COVID-19].	
32129580		[Expert consensus on Pulmonary Function Testing during the epidemic of Corona Virus Disease 2019].	
32219814		[Expert consensus on the management strategy of patients with hereditary ataxia during prevention and control of novel coronavirus pneumonia epidemic].	
32034899		[Expert consensus on the use of corticosteroid in patients with 2019-nCoV pneumonia].	
32125132		[Expert recommendations on the management of patients with advanced non-small cell lung cancer during epidemic of COVID-19 (Trial version)].	
32192285		[Explanation of expert recommendations on medical nutrition for patients with novel coronavirus pneumonia].	
32228827		[Exploration of omics mechanism and drug prediction of coronavirus-induced heart failure based on clinical bioinformatics].	
32077659		[Exploring the mechanism of liver enzyme abnormalities in patients with novel coronavirus-infected pneumonia].	
32023678		[Facing the pandemic of 2019 novel coronavirus infections: the pediatric perspectives].	
32023679		[First case of 2019 novel coronavirus infection in children in Shanghai].	
32065520		[First case of neonate infected with novel coronavirus pneumonia in China].	
32234132		[First case of neonate with COVID-19 in China].	
32045966		[First case of severe childhood novel coronavirus pneumonia in China].	
32135586		[First case of severe childhood novel coronavirus pneumonia in China].	
32113198		[Fitting and forecasting the trend of COVID-19 by SEIR(+ CAQ) dynamic model].	
32222122		[Follow-up testing of viral nucleic acid in discharged patients with moderate type of 2019 coronavirus disease (COVID-19)].	
32238232		[From SARS to COVID-19: pathogens, receptor, pathogenesis and principles of the treatment].	
32238235		[From Tuberculosis to COVID-19: Legal and Constitutional Framework Regarding Compulsory Isolation/Treatment due to Contagious Diseases in Portugal].	
32171191		[Genomic analysis of a 2019-nCoV strain in the first COVID-19 patient found in Hangzhou, Zhejiang, China].	
32236694		[Geriatrics in times of corona].	
32145718		[Healing the schism between public health and medicine, promoting the integration of prevention and treatment].	
32100979		[Health management of breast cancer patients outside the hospital during the outbreak of 2019 novel coronavirus disease].	
32072919		[Health protection guideline of mobile cabin hospitals during Novel Coronavirus Pneumonia (NPC) outbreak].	
32072920		[Health protection guideline of passenger transport stations and transportation facilities during novel coronavirus pneumonia (NCP) outbreak].	
32157847		[How to understand the histopathology of SARS and COVID-19 associated with acute respiratory distress syndrome].	
32125130		[Individualized treatment recommendations for lung cancer patients at different stages of treatment during the outbreak of 2019 novel coronavirus disease epidemic].	
32199996		[Infection with SARS-CoV-2 in pregnancy. Information and proposed care. CNGOF.]	
32061198		[Inhibitors of RAS Might Be a Good Choice for the Therapy of COVID-19 Pneumonia].	
32033513		[Interpretation of "Guidelines for the Diagnosis and Treatment of Novel Coronavirus (2019-nCoV) Infection by the National Health Commission (Trial Version 5)"].	
32234150		[Interpretation of "Guidelines for the Diagnosis and Treatment of Novel Coronavirus (2019-nCoV) Infection by the National Health Commission (Trial Version 5)""].	
32213267		[Interpretation of pathological changes for "Guidelines for the Diagnosis and Treatment of COVID-19 by the National Health Commission (Trial Version 7)"].	
32133830		[Investigation and analysis on characteristics of a cluster of COVID-19 associated with exposure in a department store in Tianjin].	
32234128		[Investigation of an epidemic cluster caused by COVID rectangle19 cases in incubation period in Shanghai].	
32236913		[Legal Issues of Resource Allocation in the COVID-19 Pandemic - Between Utilitarianism and Life Value Indifference].	
32125126		[Management and clinical thinking of Coronavirus Disease 2019].	
32222121		[Management of a colon cancer patient infected with corona virus disease 2019].	
32096367		[Management of corona virus disease-19 (COVID-19): the Zhejiang experience].	
32051074		[Management plan for prevention and control of novel coronavirus pneumonia among children in Xiangya Hospital of Central South University].	
32174096		[Management strategies for patients with gynecological malignancies during the outbreak of COVID19].	
32077677		[Management strategy of Novel coronavirus pneumonia in burn and wound care ward].	
32112549		[Medical diagnosis and treatment strategies for malignant tumors of the digestive system during the outbreak of novel coronavirus pneumonia].	
32153171		[Medical management and prevention instruction of chronic obstructive pulmonary disease during the coronavirus disease 2019 epidemic].	
32131151		[Mental health survey of 230 medical staff in a tertiary infectious disease hospital for COVID-19].	
32118393		[Myocardial injury in patients with COVID-19 pneumonia].	
32129582		[Noninvasive Respiratory Support for Novel Coronavirus Pneumonia: Enough is Enough].	
32125131		[Novel coronavirus pneumonia (COVID-19) CT distribution and sign features].	
32075364		[Novel coronavirus pneumonia related liver injury: etiological analysis and treatment strategy].	
32048481		[NOVEL CORONAVIRUS THAT RECENTLY EMERGED IN CHINA].	
32220180		[Oral Health Management of Children during the Epidemic Period of Coronavirus Disease 2019].	
32051071		[Perinatal and neonatal management plan for prevention and control of 2019 novel coronavirus infection (1st Edition)].	
32204752		[Perinatal and neonatal management plan for prevention and control of SARS-CoV-2 infection (2nd Edition)].	
32057209		[Pharmacotherapeutics for the New Coronavirus Pneumonia].	
32023685		[Potential antiviral therapeutics for 2019 Novel Coronavirus].	
32157848		[Practice and Reflection on the Battle against COVID-19 by Guangdong Medical Aid Team in the city of Honghu].	
